PC0,PC1,PC2,PC3
-4.456354799889391,-1.3599441788178477,-0.9436137724376085,-0.28154727042132305
-2.7492114541929107,-1.201643704983402,-0.36586381781669647,0.0970257477809566
-2.8053373544508275,0.1951876553902659,-2.252854157179776,-0.4641020265509239
-2.418901074256002,0.3565653968910394,-1.029831363158489,0.16743620056801806
-1.678631537925713,1.3985896362249883,1.3141974777691225,-0.44581970138306076
-5.276700869624295,-1.0389966614866344,0.34523991857898084,1.0648955762548622
-3.2756452502943447,-0.3147803949680707,2.3689026300893277,0.32452473998651893
-2.921517332447002,-0.7279336873834065,0.4897145237415942,-0.09894100020739054
-3.3263752373766704,-0.057427728275884674,-1.1243333435372518,0.4159451946951752
-0.7238463855311117,1.304223034853678,1.259952088824343,0.9590339670831929
-0.32370281103004017,3.1486128226104477,1.7106801846706594,0.26345404787036314
-3.143467877857362,0.19460243739394883,-1.1812229247068542,0.29596629049005624
-3.948150936498542,-0.8282114914237594,-0.7556383637988049,-0.07487295184554349
-2.3354063081375664,-0.36300300756581166,1.149260246826611,-0.17710590007638627
-0.44680696709778195,3.3244150361500306,0.2940737331222306,-0.734937226494258
-1.0859731248983386,3.3307485435851327,0.5131375447327586,3.2856711168088117
-2.033132738118124,2.327914370754954,-0.6922170473823838,-0.2915067188075506
2.040861490514263,6.533707180214697,2.3586068856533426,1.3964040310506605
-3.960341659538272,1.6159168705077906,-0.07488868462573071,0.8676715342097681
-5.01141089773486,-1.2656127416380025,0.19431390522,0.18713762975622003
-4.654793805408521,-1.2568266620353956,-0.055533482841043626,-0.058552319197381374
-2.707100106778207,0.1292537542601493,1.4925967056632103,-0.17856611126179742
-1.6338346521371683,2.4657474929291645,-0.7884337361668992,-0.5386779174974742
-1.8463138434564113,1.8820882969509263,-0.7783627750648451,1.824036802567524
-2.438264881682509,1.9966877734023123,-0.9120676231257943,-1.741865773405171
-2.243287026891429,1.2941804462818174,-0.8720265978603288,1.9733527384846556
-0.8609789414438661,2.4846572058862106,-1.4689781689042338,-0.28564869451543845
-0.6610050671613549,3.3975567426896354,-1.0260121873137293,-0.48568278474745186
-1.6118034528081333,3.025373186847109,-1.9169449222875183,0.4866092858301918
0.7398463888835973,5.480874567960249,0.7882235001749333,3.2874818017698666
-3.2247118257141074,1.8239302209800246,-1.2681139533650012,-0.5177615883624399
-2.8789338701573275,1.6968791563650896,-0.7419595760692169,0.32164144641769404
-0.7268877762046081,3.1455973020468786,1.9207147384524994,2.15070592285064
-3.725063375755202,-0.5404929631233052,0.5284563784501384,-0.597798847087896
-4.547048470054344,-2.1687936441137854,0.6008973438574198,0.4568586857229363
-4.52342169934258,-2.1993468479340454,0.708196886419977,0.42817716712168535
-4.063572341321934,-1.5049657007407782,-0.09813326063234085,-0.6179136309917088
-3.927363840703119,-0.7263025912028651,0.6168746104498894,0.027216905001260946
-3.382035822576326,-0.8246651278257128,1.653228780981906,0.006325148453104611
-2.36635267119706,0.2455415426299685,2.8642736451220796,0.11866878387062792
-2.111825256416134,0.08391323300577501,2.2179262043332177,-0.40295145794052567
-2.6799873876541365,-1.2630926543355878,0.7637305265499125,0.3987213848944065
-3.392845322402502,-0.9205352219465732,1.8023349054794242,-0.047202559627981776
-3.3321071355992564,-1.6778252824990676,1.3971909924771362,0.23731010872088415
-2.6420165799772835,-1.3734246658686338,2.182401089329615,0.4626316045978964
-2.620653681500992,-1.927425575964423,1.4775208000836288,0.803781244841066
-2.360329040887371,-2.339021859603982,1.9171003699788323,1.0180102995490412
-2.8082242711342507,-2.589349959086547,2.1048578028209493,1.2513438233795229
-2.093564620719924,-1.3619341379858798,3.0076236551697857,0.4116887474025111
-3.642778583035646,0.11929179671619862,-0.4960518926313588,-0.8537812438133923
-3.070996431811601,-0.22727089750641816,3.5969019410022236,0.05569939081026106
-3.297529397268448,-0.781223605543929,3.4244003509278698,0.19575076851596349
-3.2322854215393586,-0.8426882319047241,2.325179782155329,-0.35704952638451287
-2.1219883864021494,-1.1426351749549277,2.0097354202201747,1.0475707940650416
-2.8414217863386875,-0.6143154478707574,-1.712583286054118,-0.5814431994336409
-2.5962406094736856,0.08217792925649824,-0.008389767747795939,-0.784446868616172
-2.3553441693769743,-1.0092345647344565,0.288064089218162,0.18613943983441572
-0.7460420291834404,-0.7536011347054475,-0.4716243125749933,0.2706410895689354
-1.4639174848881913,0.3454815221009844,-1.063970246424725,-0.5744148475783949
-0.9210576422898595,1.6896549348951222,0.07282584437552841,-1.0852778919823656
